# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/mnt/data/gdata/human/hg38/chr21/homo_sapiens_hg38_chr21.gtf" "-o" "../03_count/siC1_chr21_counts.txt" "-R" "BAM" "siC1_chr21_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	siC1_chr21_Aligned.sortedByCoord.out.bam
ENSG00000157554	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	38380027;38380027;38380027;38380027;38380027;38380027;38380027;38380030;38383126;38383291;38390995;38390995;38390995;38390995;38390995;38390995;38390995;38390995;38390995;38390995;38391659;38391659;38391659;38391659;38391659;38391659;38391659;38391659;38391659;38391659;38391659;38392376;38392376;38392376;38392376;38392376;38392376;38392376;38392376;38392376;38395370;38400008;38400072;38400574;38400574;38400574;38400574;38400574;38400574;38400574;38400574;38402557;38402557;38402557;38402557;38402557;38402557;38402557;38402557;38402557;38402557;38402557;38402557;38402557;38402557;38403506;38403506;38403506;38403506;38403506;38403506;38403506;38403506;38403506;38403506;38403506;38403506;38403506;38403506;38403604;38423410;38423410;38423410;38423410;38423410;38423410;38423410;38423410;38423410;38423410;38423410;38423410;38423410;38423410;38423410;38445404;38445404;38445404;38445404;38445404;38445404;38445404;38445404;38445404;38445404;38445404;38445404;38445404;38449022;38470775;38474027;38474027;38498363;38498363;38498363;38498363;38498363;38575662;38575662;38575662;38575662;38575662;38575662;38575662;38575662;38575662;38584844;38584844;38584844;38584844;38584844;38584844;38584844;38584844;38584844;38660522;38661658;38661658;38661658;38661658;38661658;38661658	38383923;38383923;38383923;38383923;38383923;38383923;38383923;38383923;38383923;38383923;38391042;38391042;38391042;38391042;38391042;38391042;38391042;38391042;38391042;38391042;38391715;38391715;38391715;38391715;38391715;38391715;38391715;38391715;38391715;38391715;38391715;38392444;38392444;38392444;38392444;38392444;38392444;38392444;38392444;38392444;38395580;38400021;38400645;38400645;38400645;38400645;38400645;38400645;38400645;38400645;38400645;38402637;38402637;38402637;38402637;38402637;38402637;38402637;38402637;38402637;38402637;38402637;38402637;38402637;38402637;38403709;38403709;38403709;38403709;38403709;38403709;38403709;38403709;38403709;38403709;38403709;38403709;38403709;38403709;38403709;38423561;38423561;38423561;38423561;38423561;38423561;38423561;38423561;38423561;38423561;38423561;38423561;38423561;38423561;38423561;38445621;38445621;38445621;38445621;38445621;38445621;38445621;38445621;38445621;38445621;38445621;38445621;38445621;38449105;38472080;38474121;38474121;38498456;38498476;38498483;38498442;38498442;38575747;38575747;38575747;38575747;38575747;38575747;38575747;38575747;38575747;38584945;38584945;38584945;38584945;38584945;38584945;38584945;38584945;38584900;38660667;38661694;38661694;38661780;38661780;38661694;38661694	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7588	0
ENSG00000231480	21	38502445	38502621	+	177	0
ENSG00000223806	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	38739021;38739021;38739021;38740316;38740316;38740316;38740884;38740884;38740884;38741321;38741321;38741321;38742018;38746299;38747397	38739329;38739329;38739329;38740414;38740414;38740414;38741068;38741068;38741068;38741372;38742517;38741372;38742053;38746416;38747460	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1972	0
ENSG00000157557	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	38805307;38805831;38805951;38805971;38806451;38809636;38810035;38810035;38810035;38810035;38813003;38813003;38813003;38813003;38814273;38814273;38814273;38814273;38814781;38814781;38814781;38814781;38817008;38817008;38817008;38818425;38818425;38818425;38819503;38819503;38821586;38821586;38822674;38822674	38805616;38806120;38806120;38806120;38806808;38809796;38810106;38810106;38810106;38810106;38813114;38813114;38813114;38813114;38814392;38814392;38814392;38814392;38814981;38814981;38814981;38814981;38817091;38817091;38817091;38818646;38818646;38818646;38819766;38819766;38821704;38821704;38824955;38824955	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4595	785
ENSG00000229986	21;21	38846247;38848229	38846317;38848644	+;+	487	0
ENSG00000205622	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	38863676;38876087;38880307;38901901;38901901;38901901;38908156;38912738;38912864;38913187;38913313;38914991;38914991;38914991;38917300;38919061;38919318;38920742;38923426;38923426;38923638;38923638;38923638;38926025;38926025;38937810;38956339	38864225;38880372;38880372;38901965;38901965;38901965;38908255;38913417;38912921;38913417;38913417;38915094;38915094;38915148;38917400;38919521;38919516;38920839;38923693;38923513;38923693;38923784;38923693;38926277;38926180;38938429;38956467	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7860	6
ENSG00000229925	21;21	38888772;38903740	38888893;38903905	+;+	288	0
ENSG00000272015	21	38894785	38894867	+	83	0
ENSG00000227721	21	38894917	38895252	+	336	0
ENSG00000232837	21;21;21	38974429;38977453;38977711	38975847;38977567;38977774	-;-;-	1598	0
ENSG00000235888	21;21;21	38988707;38990827;39005660	38989426;38991024;39006153	-;-;-	1412	4
ENSG00000237721	21;21;21	39006648;39008102;39011088	39006784;39008231;39011329	-;-;-	509	0
ENSG00000237609	21;21	39028536;39029001	39028699;39029128	-;-	292	0
ENSG00000228861	21	39127568	39128040	+	473	0
ENSG00000235701	21	39171130	39172106	-	977	6
ENSG00000276873	21	39171462	39171560	-	99	0
ENSG00000183527	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	39174769;39175458;39175588;39175590;39175590;39177435;39177435;39177435;39177435;39177435;39178449;39178449;39178449;39178449;39178449;39179924;39179924;39179924;39180285;39180285;39180285;39180285;39181772;39181772;39181772;39183064;39183252;39183252;39183252	39175664;39175664;39175664;39175664;39175664;39177571;39177571;39177571;39177571;39177571;39178647;39178647;39178647;39178647;39178820;39179986;39179986;39179986;39180436;39180436;39180436;39180436;39181878;39181878;39181878;39183287;39183385;39183488;39183851	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2515	231
ENSG00000185658	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	39184176;39187246;39190219;39193817;39196498;39196498;39196498;39198763;39198763;39198763;39198763;39199419;39200219;39200219;39200219;39200219;39200219;39202325;39202325;39202325;39202325;39202366;39206108;39206108;39206108;39206108;39206108;39209786;39209995;39209995;39209995;39209995;39209995;39210786;39210786;39210786;39210786;39210866;39212666;39212666;39212666;39212666;39212666;39212666;39213481;39213481;39213481;39213481;39213481;39213481;39215237;39215237;39215237;39215237;39215237;39215237;39218152;39218152;39218152;39218152;39218152;39218505;39218505;39218505;39218505;39218505;39218529;39224408;39224408;39224408;39224408;39224408;39225086;39225086;39225086;39225086;39225086;39228500;39228500;39228500;39228500;39228500;39229312;39229312;39229312;39229312;39229312;39232177;39232177;39232177;39232177;39232373;39232373;39232373;39232373;39236595;39236595;39236595;39236595;39236718;39236718;39236718;39236719;39236719;39238479;39238479;39238479;39238479;39238479;39238479;39238479;39238479;39238479;39247701;39247701;39247701;39247701;39247701;39247701;39247701;39247701;39250796;39250796;39250796;39250796;39250796;39250796;39250796;39250796;39250796;39255645;39255645;39255645;39255645;39255645;39255645;39255645;39255665;39258487;39258487;39258487;39258487;39258487;39258487;39258487;39258487;39258487;39264460;39264460;39264460;39264460;39264460;39264460;39264460;39264460;39264460;39264891;39264891;39264891;39264891;39264891;39264891;39264891;39264891;39264986;39269899;39269899;39269899;39269899;39269899;39269899;39269899;39269899;39270283;39270283;39270283;39270283;39270283;39270283;39270283;39270283;39274374;39274374;39274374;39274374;39274374;39274374;39274374;39274374;39276173;39276173;39276173;39276173;39276173;39276173;39276173;39276173;39277251;39277251;39277251;39277251;39277251;39277251;39277251;39277251;39278497;39278743;39278743;39278743;39278743;39278743;39278743;39278743;39278743;39280148;39280148;39280148;39280148;39280148;39280148;39280148;39280148;39280148;39293811;39293811;39293811;39295743;39295743;39295743;39296265;39296265;39296265;39296437;39298090;39298432;39298432;39298432;39312563;39312841;39312841;39312841;39312841;39312841;39313072;39313072;39313072;39313072;39313072;39313072;39313241;39313241;39313241;39313241;39313241;39313241;39313443;39313443;39313443;39313443;39321026	39187417;39187417;39197415;39194751;39197415;39197415;39197415;39199662;39199662;39199662;39199662;39199662;39200386;39200496;39200386;39200386;39200386;39202545;39202545;39202545;39202545;39202545;39206274;39206274;39206274;39206274;39206274;39210147;39210147;39210147;39210147;39210147;39210147;39210929;39210929;39210929;39210929;39210929;39212707;39212707;39212707;39212707;39212707;39212707;39213553;39213553;39213553;39213553;39213553;39213553;39215362;39215362;39215362;39215362;39215362;39215362;39218272;39218272;39218272;39218272;39218272;39218660;39218660;39218660;39218660;39218660;39218660;39224469;39224469;39224469;39224469;39224469;39225197;39225197;39225197;39225197;39225197;39228582;39228582;39228582;39228582;39228582;39229392;39229436;39229436;39229436;39229436;39232284;39232284;39232284;39232284;39232498;39232498;39232498;39232498;39236784;39236784;39236784;39236784;39236784;39236784;39236784;39236784;39236784;39238573;39238573;39238573;39238573;39238573;39238573;39238573;39238573;39238573;39247832;39247832;39247832;39247832;39247832;39247832;39247832;39247832;39250889;39250889;39250889;39250889;39250889;39250889;39250889;39250889;39250889;39255828;39255828;39255828;39255828;39255828;39255828;39255828;39255828;39258672;39258672;39258672;39258672;39258672;39258672;39258672;39258672;39258672;39264685;39264685;39264685;39264564;39264685;39264685;39264685;39264685;39264685;39265019;39265019;39265019;39265019;39265019;39265019;39264941;39265019;39265019;39270033;39270033;39270033;39270033;39270033;39270033;39270033;39270033;39270433;39270433;39270433;39270433;39270433;39270433;39270433;39270433;39274472;39274472;39274472;39274472;39274472;39274472;39274472;39274472;39276213;39276213;39276213;39276213;39276213;39276213;39276213;39276213;39277351;39277351;39277351;39277351;39277351;39277351;39277351;39277351;39278813;39278813;39278813;39278813;39278813;39278813;39278813;39278813;39278813;39280207;39280213;39280213;39280213;39280213;39280213;39280248;39280248;39280248;39294032;39294032;39294032;39295903;39295903;39295903;39296363;39296363;39296363;39298582;39298582;39298582;39298582;39298582;39312900;39312900;39312900;39312900;39312900;39312900;39313101;39313101;39313101;39313101;39313101;39313101;39313301;39313299;39313299;39313299;39313299;39313299;39313642;39313590;39313570;39313819;39321559	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	19794	1578
ENSG00000272991	21	39184469	39184899	+	431	0
ENSG00000232608	21;21	39216624;39217401	39216783;39217506	+;+	266	6
ENSG00000237373	21;21	39217093;39219402	39217177;39219805	-;-	489	2
ENSG00000229623	21	39235386	39236020	-	635	2
ENSG00000255568	21	39313935	39314962	+	1028	30
ENSG00000238141	21;21;21	39315707;39317045;39322802	39315815;39317209;39323218	+;+;+	691	9
ENSG00000205581	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	39342315;39342315;39342315;39342315;39342315;39342646;39342692;39342788;39342800;39342804;39342879;39342909;39342978;39343009;39343137;39345146;39345146;39345146;39345146;39345146;39345146;39345146;39345146;39345146;39345146;39345146;39345146;39345146;39345146;39345146;39345830;39345830;39345830;39345830;39345830;39345830;39347147;39347247;39347247;39347247;39347336;39347379;39347379;39347379;39347379;39347379;39347379;39347379;39347379;39347492;39347995;39348065;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348292;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348422;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348545;39348903;39348903;39348903;39348903;39348903;39348903;39348903;39348903;39348903;39348903;39348903;39348903;39348903;39349291;39349460	39343159;39343159;39343159;39343159;39343159;39343159;39343159;39343159;39343159;39343159;39343159;39343159;39343159;39343159;39343159;39345274;39345274;39345274;39345274;39345274;39345274;39345274;39345274;39345274;39345274;39345274;39345274;39345274;39345274;39348339;39345958;39345958;39345958;39347292;39345958;39345958;39347292;39347292;39347292;39347292;39347952;39347483;39347483;39347483;39347483;39347478;39347483;39347483;39347478;39347952;39348577;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348339;39348577;39348451;39348451;39348577;39348451;39348451;39348451;39348451;39348451;39348451;39348451;39348451;39348451;39348451;39348451;39348451;39348451;39348620;39348577;39348577;39348577;39348597;39348577;39348623;39348862;39348577;39348577;39348577;39348577;39348577;39348577;39348577;39348577;39349054;39349020;39349015;39349067;39349054;39349054;39349040;39349053;39349088;39349200;39349140;39349099;39348991;39349344;39349647	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5102	318
ENSG00000252915	21	39344537	39344628	+	92	4
ENSG00000227406	21;21;21;21;21	39373763;39374743;39375280;39375834;39376598	39374418;39374898;39375530;39376085;39377066	-;-;-;-;-	1784	0
ENSG00000182093	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	39380244;39380354;39380394;39380414;39380458;39380487;39386093;39387765;39387791;39390698;39390698;39390698;39390698;39390698;39390698;39390698;39390698;39390698;39391769;39391769;39391769;39391769;39391769;39391769;39391769;39391778;39392896;39393166;39393166;39393166;39393166;39393166;39393166;39393166;39396866;39396866;39396866;39396866;39396866;39405914;39406562;39407793;39408606;39410844;39410869;39413840;39425871;39425919;39428232;39428232;39428324	39380486;39380486;39380486;39380486;39380556;39380921;39386511;39387855;39387855;39390863;39391476;39390863;39390803;39391205;39390863;39390863;39390863;39390863;39391836;39391836;39391836;39391836;39392046;39391836;39391836;39391836;39393280;39393280;39393280;39393280;39393280;39393280;39393280;39393280;39397254;39397104;39397889;39397116;39397889;39406446;39406731;39407917;39408677;39410937;39410937;39414288;39426034;39426034;39428528;39428528;39428528	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5558	296
ENSG00000157578	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	39405844;39405844;39405860;39405978;39409979;39409979;39409979;39409979;39410264;39410264;39410264;39410264;39411033;39411718;39411718;39411718;39411718;39420706;39420706;39420706;39420706;39421560;39422412;39422976;39422976;39422976;39422976;39422988;39423240;39423245;39423420;39427759;39428172;39428172;39428172;39428172;39428172;39428172;39428208;39428210;39428215;39428222;39428285;39428305;39428402;39428462;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429131;39429188;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39435420;39436097;39436097;39438684;39438684;39439634;39439634;39443459;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444135;39444644;39444644;39444644;39445450;39445450;39445450;39445450;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725;39445725	39406612;39406612;39406612;39406612;39410096;39410096;39410096;39410096;39410367;39410367;39410367;39410367;39411147;39411802;39411802;39411802;39411802;39420843;39420843;39420843;39420843;39423490;39423490;39423083;39423490;39423490;39423490;39423490;39423490;39423490;39423490;39427905;39428503;39428503;39428503;39428503;39428522;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39428503;39429394;39429394;39429211;39429211;39429211;39429211;39429211;39429211;39429394;39429394;39429211;39429211;39429211;39429211;39429211;39429211;39429211;39429211;39435573;39435542;39435573;39435573;39435573;39435573;39435542;39435542;39435573;39435573;39435573;39435573;39435573;39435573;39436167;39436167;39438936;39438718;39439773;39439773;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444201;39444745;39444745;39444745;39445733;39445719;39445733;39445733;39445752;39445753;39445780;39445769;39445769;39445778;39445803;39445760;39445775;39445761;39445805;39445777;39445752;39445777	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5841	48
ENSG00000185437	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	39445855;39445865;39445875;39445931;39445942;39451830;39452123;39462375;39462375;39462375;39462375;39462375;39462375;39462380;39462534;39475135;39475135;39475135;39475135;39475135;39475135;39475135;39499823;39499823;39499823;39499823;39499823;39499823;39499823;39508998;39508998;39508998;39508998;39508998;39508998;39508998;39508998;39511680;39511680;39511680;39511680;39511680;39511680;39511680;39511680;39515088;39515088;39515088;39515088;39515088;39515088;39515088	39445929;39445892;39446081;39446098;39446081;39452141;39452141;39462560;39462560;39462560;39462560;39462560;39462560;39462560;39462560;39475215;39475215;39475215;39475215;39475215;39475215;39475215;39499915;39499915;39499915;39499915;39499915;39499915;39499915;39509027;39509027;39509027;39509027;39509027;39509027;39509027;39509027;39511775;39511809;39511809;39511809;39511706;39511809;39511809;39511809;39515506;39515506;39515506;39515207;39515355;39515270;39515506	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1495	46
ENSG00000275523	21	39447010	39447069	+	60	2
ENSG00000235808	21	39488327	39488760	+	434	0
ENSG00000228349	21	39491544	39491898	-	355	0
ENSG00000235012	21;21	39525583;39526359	39526065;39529855	+;+	3980	0
ENSG00000183778	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	39556442;39556484;39562954;39605094;39612940;39646392;39657327;39657777;39657882;39659753;39659753;39659753;39659753;39660560;39660560;39660560;39660560;39660560	39556510;39556510;39563584;39605225;39613067;39646622;39657599;39657893;39657893;39659912;39659912;39659912;39659912;39662888;39662888;39662889;39662888;39673137	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14319	1747
ENSG00000184809	21;21;21;21;21;21;21;21;21;21;21	39597147;39597147;39599341;39605599;39605599;39609583;39609583;39609583;39612297;39612297;39612297	39597989;39597989;39599656;39606002;39606347;39609665;39609665;39609665;39612821;39612441;39612441	-;-;-;-;-;-;-;-;-;-;-	2516	27
